PesticideInRiver,RiverFlow,FishAbundance,Rainfall,ENSO,TreeCond,Irrigation,Drought,PesticideUse,CropYield,CropWater
0.717255,48.2901,7.33533,19.421,El_Nino,Damaged,No,Yes,3.7713,0.0500087,84.7675
1.27199,40.3601,41.5009,158.789,Neutral,Good,Yes,No,4.35714,7.13005,369.588
4.89979,377.067,73.7622,114.86,Neutral,Damaged,No,Yes,4.8452,1.06999,15.531
1.43963,83.5532,45.35,126.31,Neutral,Good,Yes,No,3.27479,6.73105,303.437
6.87131,378.075,79.353,114.374,Neutral,Damaged,Yes,No,2.89052,0.582025,29.3396
8.9567,115.162,84.6103,52.5133,Neutral,Good,No,Yes,3.64283,5.44564,7.8225
5.09528,203.188,142.564,98.5467,Neutral,Good,No,No,2.1649,1.69562,27.3895
0.0266865,47.5773,15.0631,173.431,Neutral,Good,Yes,No,3.97769,3.2569,399.693
2.69823,244.096,85.339,113.272,Neutral,Good,No,No,4.74132,1.17989,28.7665
6.57077,78.4122,30.9484,73.2756,Neutral,Damaged,No,No,2.42704,0.432205,5.5001
1.17616,128.824,136.972,241.376,La_Nina,Damaged,No,No,0.575011,1.67702,196.787
0.737874,19.096,166.884,86.5025,Neutral,Good,Yes,No,3.49626,9.98301,395.073
1.70598,17.4507,6.19288,24.3956,El_Nino,Good,No,Yes,4.38712,1.81585,9.18905
3.953,66.0226,3.36551,78.6103,Neutral,Damaged,No,Yes,4.33827,1.0192,88.829
4.19586,183.357,43.8969,327.648,La_Nina,Good,No,No,4.71703,0.482715,370.737
4.24746,57.6311,32.6244,142.39,Neutral,Good,Yes,No,2.03192,9.24873,365.051
9.73323,128.526,34.0441,83.6877,Neutral,Damaged,No,No,4.67358,0.416526,34.2736
0.65225,348.911,117.887,21.8651,El_Nino,Damaged,Yes,No,2.83299,1.93805,23.7016
0.900937,342.245,150.929,196.101,Neutral,Good,Yes,No,3.8904,0.774591,88.8445
0.47095,58.1995,40.7246,137.872,Neutral,Good,Yes,No,3.39631,6.11862,183.658
1.45739,3.7201,39.917,32.2696,El_Nino,Good,Yes,No,4.96597,0.164365,31.6601
3.27598,390.385,8.35081,117.341,Neutral,Good,No,No,4.79411,1.31514,90.7677
3.65103,234.804,20.4381,108.892,Neutral,Good,Yes,No,4.96828,0.0393386,61.1265
0.422979,97.561,0.793891,104.956,Neutral,Damaged,No,Yes,2.05076,0.609234,46.2794
2.90109,237.863,12.6321,339.488,La_Nina,Good,No,No,2.8645,0.756172,49.0593
1.83653,7.02557,41.8011,169.237,Neutral,Damaged,Yes,Yes,4.50591,1.8461,67.0263
1.02279,10.6235,35.2235,27.8163,El_Nino,Damaged,No,Yes,4.67603,4.41576,13.3209
2.31486,42.1412,42.4836,94.9081,El_Nino,Good,Yes,No,2.55039,7.2301,249.397
0.452449,81.8941,40.3251,179.289,Neutral,Good,No,No,4.93101,7.1355,397.195
5.48003,320.263,87.8414,258.04,La_Nina,Good,Yes,No,2.10791,4.38763,262.989
0.38029,91.6453,90.2273,187.139,Neutral,Damaged,No,Yes,3.92179,0.547519,8.58454
7.30179,4.42004,23.0259,121.667,Neutral,Damaged,Yes,No,4.23681,0.896533,344.554
0.406876,148.964,72.5793,153.316,Neutral,Good,No,No,1.31773,1.05966,41.6053
8.78844,66.4597,17.2502,135.008,Neutral,Good,Yes,No,2.62152,1.86519,159.219
1.97352,57.5825,80.111,121.116,Neutral,Damaged,No,Yes,4.36016,0.363442,94.7055
0.933907,251.399,190.341,171.338,Neutral,Good,No,No,4.6961,1.83637,44.2793
8.7879,93.7162,17.1343,67.3092,Neutral,Damaged,Yes,No,2.86602,8.16463,123.817
5.99927,56.2125,8.05424,125.806,Neutral,Good,Yes,No,2.57601,5.82393,290.122
1.12982,11.1492,72.6016,114.025,Neutral,Good,Yes,No,4.11056,2.683,324.956
3.92832,101.162,26.6008,63.719,El_Nino,Damaged,Yes,No,3.86684,5.26771,148.083
6.04475,174.252,140.161,101.635,Neutral,Good,Yes,No,2.61566,2.55288,227.839
8.1373,309.984,159.556,244.156,La_Nina,Good,No,No,4.78953,8.10487,293.647
7.34567,16.4899,26.4173,275.033,La_Nina,Damaged,No,Yes,4.67863,0.93924,70.6494
3.37748,81.9809,95.8965,88.3971,Neutral,Damaged,Yes,No,2.15423,6.675,110.636
1.60641,215.591,149.587,123.918,Neutral,Good,Yes,No,3.40463,8.64029,207.115
0.757867,75.1372,20.8985,17.7066,El_Nino,Good,Yes,No,3.33859,0.745671,38.4157
1.25952,74.234,35.1597,117.78,Neutral,Damaged,No,Yes,4.79653,0.833252,40.8025
1.51605,267.152,109.79,142.696,El_Nino,Good,Yes,No,0.784836,0.898395,284.612
3.03227,167.518,76.0803,358.577,La_Nina,Good,No,No,3.14559,7.01383,103.941
3.39035,91.8456,46.3408,83.2314,Neutral,Dead,No,Yes,4.28668,1.40052,96.9966
0.915517,21.4426,36.6035,134.82,Neutral,Dead,No,Yes,4.11095,0.986831,6.21915
1.75177,85.0332,39.1968,176.64,Neutral,Good,Yes,No,3.18832,1.04049,71.6873
4.88723,33.2046,35.9728,122.977,Neutral,Damaged,No,Yes,3.92846,1.23494,2.59123
5.41209,17.9375,20.2909,131.726,Neutral,Good,No,Yes,4.2649,2.43648,265.556
0.143894,45.2285,9.89653,27.923,El_Nino,Good,Yes,No,4.90789,0.0914053,5.25311
1.10665,4.22258,14.7031,13.1733,El_Nino,Good,Yes,No,4.07386,0.517369,99.6724
5.68142,13.6072,47.2084,69.5566,Neutral,Good,Yes,No,3.63209,3.12325,398.266
1.16074,220.033,196.477,143.648,El_Nino,Damaged,No,No,3.11267,9.35178,337.14
0.84995,1.73351,50.9925,15.4391,El_Nino,Dead,No,Yes,3.1652,1.5095,83.1123
2.07754,0.319226,24.9112,77.7424,El_Nino,Dead,Yes,Yes,2.88872,6.41672,91.0603
1.22039,30.0908,12.1355,174.675,Neutral,Good,No,No,3.045,0.895013,33.1625
1.18936,76.8874,7.16305,100.827,Neutral,Damaged,No,Yes,0.202612,1.02045,349.176
1.61739,76.7183,1.87681,46.7091,El_Nino,Damaged,No,Yes,4.46196,5.87968,19.4601
0.958323,13.8339,44.4288,58.1124,Neutral,Good,No,No,3.92293,4.01832,310.085
1.99991,32.0338,19.2567,136.754,Neutral,Damaged,Yes,No,4.2688,9.95343,147.917
6.4833,254.667,68.8153,126.451,La_Nina,Damaged,Yes,Yes,2.26799,1.64434,9.87106
4.74545,155.164,25.6385,391.437,La_Nina,Good,No,No,3.72222,0.00254159,95.8434
1.80447,28.1468,0.581898,138.66,La_Nina,Damaged,No,Yes,0.795781,6.28554,153.691
1.04442,26.8175,32.4868,62.8303,Neutral,Good,Yes,No,0.320826,1.68903,325.046
9.40932,301.973,122.961,201.27,La_Nina,Good,No,No,4.29523,3.21827,89.78
5.53416,8.30518,37.2757,167.594,El_Nino,Damaged,Yes,Yes,2.48667,0.269121,27.4375
1.28186,379.443,121.59,331.941,La_Nina,Good,Yes,No,0.777724,1.53477,322.859
1.79113,169.346,150.183,182.11,Neutral,Good,Yes,No,2.32919,5.49379,204.189
5.04971,99.8469,18.6424,167.421,Neutral,Good,No,Yes,2.84048,1.37993,34.4489
1.93614,211.712,90.4736,288.646,La_Nina,Good,No,No,1.77261,6.89854,362.675
0.319105,383.5,20.5808,13.8034,El_Nino,Damaged,No,No,3.10895,5.08749,259.716
2.7388,359.696,21.1094,254.086,La_Nina,Damaged,No,Yes,4.84351,0.197167,89.5785
3.36149,270.593,88.8062,68.1683,Neutral,Damaged,No,Yes,2.51093,1.29026,14.269
9.48886,262.496,52.7367,158.465,Neutral,Dead,No,Yes,4.58834,0.212556,24.544
5.19436,311.268,95.9924,360.889,La_Nina,Good,Yes,No,2.26746,9.75642,326.531
1.16868,10.7591,44.1724,66.078,Neutral,Good,Yes,No,3.40789,4.89618,184.956
2.32731,358.548,59.3003,298.148,La_Nina,Good,No,No,2.30503,5.49847,120.172
1.22204,9.14908,23.3658,196.662,Neutral,Good,Yes,No,2.62306,0.123547,57.4805
5.82984,247.719,95.7464,133.555,Neutral,Good,No,No,4.89128,3.10484,301.836
5.4905,83.7329,16.9655,106.425,Neutral,Damaged,Yes,No,2.42369,7.75906,266.512
3.81118,91.2886,29.1313,175.347,Neutral,Good,Yes,No,3.6161,3.99022,295.676
1.33095,16.4939,43.7693,46.5872,El_Nino,Good,Yes,No,3.84382,1.64768,99.3207
0.277785,60.946,5.57932,42.7649,El_Nino,Damaged,No,Yes,3.30224,8.2721,74.7337
5.35372,262.97,97.8053,175.688,Neutral,Good,No,No,2.44656,9.24075,147.779
0.358344,227.747,151.541,232.292,La_Nina,Good,No,No,0.152502,0.30257,229.651
0.241148,4.75931,20.1029,37.5406,El_Nino,Good,Yes,No,3.7828,1.68378,89.9282
5.344,87.3095,40.2952,142.737,Neutral,Good,Yes,No,3.47607,9.83353,398.149
0.0870197,42.9685,5.06118,52.5618,La_Nina,Good,Yes,No,3.73122,9.29361,153.95
0.606353,54.2328,99.8438,77.3608,Neutral,Good,Yes,No,4.40019,0.572818,97.1295
1.00459,63.6445,18.2722,14.5477,El_Nino,Dead,No,Yes,3.37846,0.30145,74.2948
0.211364,63.0433,33.857,0.282269,El_Nino,Good,Yes,No,2.78805,0.294808,86.6233
3.36923,66.1865,40.6463,138.426,Neutral,Good,No,No,4.83925,0.060288,48.894
0.693573,13.5767,48.0971,124.395,Neutral,Damaged,Yes,Yes,2.82581,0.71019,19.2432
1.60582,162.028,60.8554,339.925,La_Nina,Good,No,No,0.384585,0.980817,235.515
8.4923,218.904,91.6578,354.097,La_Nina,Good,No,No,3.27872,2.44309,279.677
0.511745,89.6498,1.12321,26.0725,El_Nino,Damaged,Yes,No,2.85887,0.412809,64.1312
8.99944,209.279,53.9555,125.686,Neutral,Damaged,No,Yes,3.24446,3.3662,326.883
0.461438,74.7355,26.5612,159.223,Neutral,Good,Yes,No,4.31658,1.71024,6.38156
0.991022,45.7644,0.919999,35.5933,El_Nino,Good,No,Yes,2.53513,1.38573,88.6023
1.35722,296.49,189.915,18.1603,El_Nino,Damaged,Yes,No,4.42032,8.89283,70.8306
0.620989,233.148,117.179,256.291,La_Nina,Good,No,No,0.324145,0.812,281.864
1.78378,390.829,130.904,146.243,Neutral,Damaged,Yes,No,4.10928,9.45604,291.134
0.272352,122.381,145.85,171.213,Neutral,Dead,No,Yes,4.60224,2.45658,25.6409
7.93397,23.4124,27.8891,183.206,Neutral,Damaged,No,Yes,2.77812,1.27517,79.9685
1.0126,48.5654,35.9524,16.0402,El_Nino,Good,Yes,No,3.29401,0.396193,30.8832
7.48797,97.2483,3.73877,161.222,Neutral,Good,Yes,No,3.53004,0.931216,30.2445
0.488994,74.4737,24.1197,40.8236,El_Nino,Damaged,Yes,No,4.26889,1.60826,75.9262
1.6967,15.2743,46.616,1.37487,El_Nino,Good,Yes,No,3.93584,0.0926805,65.4228
1.42662,223.214,47.8177,195.164,Neutral,Good,No,No,1.71856,1.63406,131.391
8.36695,59.5852,6.4397,55.2088,El_Nino,Good,Yes,No,3.43029,6.22407,105.893
2.7526,97.4487,24.6521,239.849,La_Nina,Damaged,Yes,Yes,3.20303,2.69449,247.459
5.99927,276.225,192.431,55.4853,Neutral,Damaged,No,Yes,2.86926,1.43994,30.3528
9.98532,395.678,95.9369,130.413,Neutral,Good,No,No,2.84621,1.78226,14.6058
2.73132,76.7815,35.1581,56.8682,Neutral,Damaged,Yes,No,4.47315,0.980568,31.0455
0.506252,44.2421,39.0123,39.5115,El_Nino,Good,Yes,No,4.88187,3.06974,233.378
9.89487,265.866,105.562,178.718,El_Nino,Good,No,No,4.14373,1.62526,78.8972
5.34591,301.153,84.2759,89.7941,Neutral,Good,No,No,3.22913,7.5786,349.553
0.239727,215.717,115.351,17.0578,El_Nino,Good,Yes,No,4.48116,7.78915,126.717
0.324895,92.1068,39.3828,73.3412,Neutral,Good,Yes,No,4.73611,1.53243,12.4372
5.44055,56.5775,1.65486,157.216,Neutral,Good,Yes,No,3.90722,4.01696,274.949
6.0926,226.047,88.6117,171.074,Neutral,Damaged,Yes,No,4.54812,4.225,377.926
4.98008,368.253,0.0231462,218.954,La_Nina,Good,Yes,No,3.18699,6.33978,346.87
1.21679,218.457,126.766,187.303,Neutral,Good,No,No,3.19107,1.56119,92.1274
0.408032,81.24,24.0909,50.2464,El_Nino,Dead,No,Yes,2.79289,1.12032,92.2662
7.57807,235.228,92.4279,118.053,Neutral,Good,No,No,2.77866,0.256004,93.3045
5.18645,92.3262,25.4328,109.475,Neutral,Good,Yes,No,2.31379,5.41625,354.432
1.10825,92.8239,42.4982,152.791,El_Nino,Damaged,Yes,No,3.54414,2.32351,178.559
2.46013,222.835,69.7665,171.388,Neutral,Good,Yes,No,2.48084,8.74861,189.421
1.10983,198.579,128.342,156.964,Neutral,Good,No,No,4.31062,0.761937,22.6901
5.43344,338.539,158.078,327.308,La_Nina,Good,No,No,4.46571,9.87932,306.222
1.59435,3.12263,66.9687,49.1242,El_Nino,Damaged,Yes,No,3.26098,1.6935,48.6895
2.85412,278.021,90.8476,233.857,La_Nina,Good,No,No,2.41071,0.299923,124.507
0.222275,265.298,173.005,112.172,Neutral,Dead,No,Yes,1.48729,0.656356,85.4012
6.12859,260.268,70.5031,90.0095,Neutral,Damaged,No,No,2.0789,1.78183,99.9329
4.24594,76.5584,11.2301,61.6671,Neutral,Damaged,Yes,Yes,4.77739,1.43013,16.2199
4.36762,64.7233,65.8603,61.8818,Neutral,Damaged,Yes,Yes,4.52926,0.299166,5.38721
6.38468,178.451,58.1879,167.17,Neutral,Good,No,No,2.34135,0.138703,41.571
6.84215,7.0018,15.067,151.144,Neutral,Dead,No,Yes,3.80883,0.511067,47.242
1.5122,42.867,36.7876,5.70832,El_Nino,Damaged,Yes,No,4.7031,0.915593,53.1901
1.46463,397.047,78.1497,60.1736,Neutral,Good,Yes,No,2.54158,1.97367,79.3796
9.43912,342.611,63.8567,91.0341,Neutral,Damaged,No,No,4.85856,1.92776,55.6604
1.83285,62.1133,7.73505,20.3332,El_Nino,Damaged,Yes,No,4.55153,0.0466633,47.8847
2.9058,239.495,72.6808,107.324,Neutral,Good,Yes,No,3.30529,0.759791,333.797
1.77967,93.5515,26.6917,7.31237,El_Nino,Good,Yes,No,3.89079,0.33786,1.03075
5.27787,238.822,159.542,240.168,La_Nina,Good,Yes,No,2.26884,7.02459,348.694
6.72139,277.763,16.8499,113.071,Neutral,Damaged,No,No,1.90495,1.78423,44.8795
2.74575,148.84,79.5628,53.9972,Neutral,Good,No,No,4.52869,2.13252,190.211
0.267088,187.844,146.578,136.037,La_Nina,Good,No,No,4.21391,1.74631,11.5505
2.26351,52.9804,13.0743,64.3641,Neutral,Damaged,No,No,2.6551,0.660135,58.8938
0.790262,80.869,28.2026,14.5804,El_Nino,Good,Yes,No,0.321255,1.06205,65.4602
6.62159,122.112,29.3862,56.2962,Neutral,Good,No,Yes,3.10385,2.94427,307.348
0.754105,80.2757,54.6242,73.4374,El_Nino,Good,Yes,No,2.09431,2.53414,323.577
0.102272,93.3196,37.8318,163.33,Neutral,Good,Yes,No,3.97842,2.42485,243.505
4.37091,0.995612,28.6721,164.277,Neutral,Good,Yes,No,2.64501,6.96575,112.998
1.69118,83.7223,37.4978,26.0472,El_Nino,Damaged,Yes,No,1.24938,1.04554,99.9161
3.16551,138.839,40.5201,99.6558,Neutral,Damaged,No,No,2.90641,0.882149,21.406
0.942202,11.8087,68.7676,9.64494,El_Nino,Good,Yes,No,4.29105,7.74498,254.347
9.97474,296.097,65.9104,217.999,La_Nina,Damaged,Yes,No,4.65148,5.27755,293.082
1.70427,331.528,149.234,194.473,Neutral,Good,No,No,4.99883,1.21623,10.165
3.65698,173.075,82.2613,122.169,Neutral,Good,No,No,4.38895,1.09749,82.4571
9.29164,37.824,16.7564,126.43,Neutral,Damaged,No,Yes,4.73314,1.2797,75.3795
9.78876,94.0286,39.0444,188.309,Neutral,Good,Yes,No,2.0942,8.41299,372.014
8.41951,24.5729,14.8606,339.874,La_Nina,Damaged,Yes,Yes,3.92903,2.69693,303.159
3.95563,3.60568,17.1149,193.348,La_Nina,Damaged,Yes,No,3.542,1.77309,20.6063
2.76668,5.26685,27.0512,162.005,Neutral,Dead,No,Yes,3.59468,0.756727,66.9599
4.3149,336.794,88.1423,197.906,La_Nina,Good,Yes,No,3.40179,6.5203,332.34
1.07166,80.6325,19.6204,73.2638,Neutral,Good,No,No,4.67043,4.13901,167.809
5.96541,20.8759,37.955,113.52,Neutral,Damaged,No,Yes,3.31587,1.96637,19.3732
6.86633,329.06,84.9822,66.1984,Neutral,Good,Yes,No,4.01408,7.14397,182.429
3.20887,38.2046,50.7358,51.1126,Neutral,Good,Yes,No,4.54259,8.44408,184.373
2.10474,20.9911,3.21706,55.6702,Neutral,Good,Yes,No,2.12816,3.70023,142.364
1.29391,69.4704,58.2427,3.08091,El_Nino,Damaged,Yes,No,2.00624,0.207738,75.7782
9.94857,339.383,58.7441,391.09,La_Nina,Good,No,No,3.18763,2.94872,303.115
7.51115,352.931,50.5407,322.193,La_Nina,Good,No,Yes,2.50813,1.23615,77.601
8.56903,342.614,82.5295,247.452,La_Nina,Good,No,No,2.24208,1.84938,172.12
9.87339,350.31,84.9951,295.289,La_Nina,Good,No,No,2.91039,8.65214,138.602
0.683389,236.216,110.371,140.716,Neutral,Good,No,No,2.43534,9.87561,187.613
1.18649,112.549,150.358,123.659,Neutral,Good,No,No,2.94463,1.25739,51.6106
1.86275,13.7029,62.3667,10.2506,El_Nino,Good,Yes,No,2.67115,1.70918,1.12542
1.93252,77.4256,76.2397,161.414,Neutral,Good,Yes,No,2.51807,2.86984,153.032
1.99043,80.2868,21.5571,133.59,Neutral,Damaged,Yes,No,1.449,1.6663,213.359
3.44728,396.885,193.148,124.228,Neutral,Good,Yes,No,4.68338,7.68105,201.375
0.682659,306.463,176.597,185.068,Neutral,Good,No,No,4.99276,1.77044,61.3844
3.3114,56.0769,29.9606,188.93,Neutral,Damaged,Yes,No,2.41124,4.50481,365.775
0.717278,158.647,70.8904,115.539,Neutral,Good,Yes,No,2.05264,4.43059,265.5
0.940969,34.549,41.2491,5.44536,El_Nino,Damaged,No,Yes,0.576274,1.04051,46.7707
8.56098,14.1135,41.4504,113.143,Neutral,Good,Yes,No,4.89663,6.27468,389.14
8.07515,1.87442,21.7263,78.1907,Neutral,Good,Yes,No,2.38942,0.109241,280.167
6.88988,13.5817,27.937,64.3648,Neutral,Good,Yes,No,2.06827,3.04609,244.837
3.39585,85.6722,46.1398,62.4711,Neutral,Good,No,No,2.75406,0.579016,17.6626
8.96702,129.234,99.6866,68.1652,Neutral,Damaged,Yes,No,3.673,3.18709,274.082
4.15159,19.6623,36.5243,131.254,Neutral,Good,Yes,No,2.69139,1.63546,192.456
1.29502,4.00401,37.9627,33.8577,El_Nino,Damaged,Yes,No,4.73915,1.0884,70.5584
4.73074,45.017,32.346,156.527,Neutral,Dead,Yes,Yes,4.85261,6.86666,292.79
0.46786,282.615,116.11,190.635,Neutral,Good,No,No,1.06112,1.56561,175.605
4.37207,361.039,16.4,350.169,La_Nina,Damaged,No,Yes,2.25168,4.88914,181.085
4.62192,273.161,5.94251,118.849,Neutral,Damaged,No,No,3.81432,1.02867,55.4499
1.44839,92.4344,65.0464,167.049,Neutral,Good,Yes,No,4.61254,8.28758,211.748
7.76194,86.2706,12.423,99.7062,Neutral,Good,No,No,2.92241,1.29042,66.0893
5.49065,90.5384,33.1017,58.4096,Neutral,Damaged,Yes,Yes,3.23036,8.30396,36.6318
4.39844,45.237,32.0941,160.88,Neutral,Damaged,No,Yes,3.25729,5.55886,214.457
0.463106,82.6851,13.8935,94.19,La_Nina,Good,Yes,No,4.15943,5.56861,379.367
0.734421,165.367,105.324,85.1329,Neutral,Good,No,No,2.82831,1.23282,8.93007
2.34619,308.242,3.0144,304.838,La_Nina,Damaged,No,Yes,3.0124,4.7941,113.669
0.0516392,116.082,62.7446,99.2144,Neutral,Good,Yes,No,4.54954,1.63511,3.50347
1.78471,11.9723,9.57243,13.8605,El_Nino,Damaged,Yes,No,4.26654,6.80782,346.191
0.632585,328.166,145.063,191.01,Neutral,Damaged,No,Yes,2.27864,8.53728,24.9879
7.59805,262.736,154.656,128.605,Neutral,Good,No,No,2.15322,0.254656,2.81485
1.05343,41.3786,92.2031,1.14914,El_Nino,Dead,Yes,No,4.21535,0.461448,47.5054
1.50681,85.1632,34.4462,40.4035,El_Nino,Damaged,Yes,No,4.24573,1.0757,21.241
0.614062,373.527,170.499,52.945,Neutral,Good,No,No,3.34391,6.40917,62.5284
8.98567,33.2717,44.2832,88.7961,La_Nina,Good,Yes,No,2.05046,8.82226,388.619
6.71422,115.209,48.5036,330.358,La_Nina,Good,No,No,2.27313,0.22187,4.1712
5.71062,26.1987,6.69066,62.0186,Neutral,Damaged,No,Yes,2.95246,1.93741,94.3497
7.94004,277.316,84.4463,127.804,El_Nino,Good,Yes,No,3.61984,4.46589,241
0.593875,67.119,17.434,125.403,Neutral,Good,Yes,No,4.45459,4.88284,309.821
0.869207,312.757,176.98,146.183,La_Nina,Damaged,No,Yes,4.97858,0.191685,31.4432
9.94037,355.881,5.88094,194.605,Neutral,Good,No,No,3.60485,0.246268,22.7296
0.445127,1.7864,46.8448,134.574,Neutral,Good,Yes,No,4.0006,0.713334,98.5878
6.82383,51.2046,22.6564,84.8138,Neutral,Good,Yes,No,2.7291,1.13529,51.5148
2.4347,36.1241,31.8699,196.58,Neutral,Good,Yes,No,3.44406,0.977869,4.04748
6.25063,176.191,168.553,102.929,Neutral,Damaged,Yes,No,4.15453,0.886041,50.7246
0.0152386,372.304,139.67,173.7,Neutral,Good,No,No,4.40674,0.797595,53.495
0.152323,348.533,39.1739,186.878,Neutral,Good,Yes,No,2.16107,1.24029,77.5198
2.00519,347.087,19.6094,394.784,La_Nina,Good,No,No,3.30783,6.82889,247.456
8.42612,201.728,96.4477,197.92,La_Nina,Good,No,No,2.04948,0.887853,70.2361
1.78329,114.28,153.229,93.1083,Neutral,Good,No,No,2.55297,0.703839,94.1778
1.07005,74.9468,77.8193,190.595,Neutral,Good,No,Yes,4.58505,0.987749,175.984
9.95237,58.8202,30.4394,163.854,Neutral,Good,Yes,No,3.29182,9.70591,105.748
5.3934,94.3562,42.9084,137.565,La_Nina,Damaged,Yes,No,4.02676,7.61248,353.263
0.638371,93.4222,26.2279,193.584,Neutral,Damaged,No,Yes,3.88173,2.77427,63.6603
1.93787,88.1855,16.5157,19.939,El_Nino,Good,Yes,No,4.98139,0.637371,31.6218
4.68555,380.7,15.1371,79.2308,Neutral,Good,Yes,No,3.95757,1.24446,167.291
2.0521,144.973,58.0742,388.56,La_Nina,Good,No,No,3.64098,8.42921,198.715
2.43281,175.685,2.08999,390.674,La_Nina,Damaged,Yes,No,2.21619,9.61081,178.62
1.42319,20.3569,3.07981,71.5499,La_Nina,Good,No,No,0.807251,0.387587,52.3654
3.11136,373.408,0.809534,109.671,La_Nina,Damaged,No,No,2.17588,9.78071,269.488
2.98236,299.508,60.7309,72.3255,Neutral,Damaged,No,Yes,4.01641,6.29712,35.7593
6.04378,367.085,90.4864,160.207,Neutral,Good,Yes,No,2.41329,6.08408,244.219
1.50504,181.206,164.679,195.459,Neutral,Good,No,No,4.44468,8.06406,258.929
9.14587,49.1169,23.9217,192.772,La_Nina,Good,No,Yes,3.37219,1.74171,21.2669
1.17916,164.465,76.7134,173.041,Neutral,Good,No,No,4.11718,0.0972372,4.69452
0.908413,92.407,190.487,36.9258,El_Nino,Good,Yes,No,3.00055,1.28775,56.0149
1.78144,98.1288,9.31145,101.314,Neutral,Good,Yes,Yes,2.31697,9.31503,376.844
1.09854,87.8378,39.2067,141.841,Neutral,Damaged,Yes,No,2.77498,1.6119,5.51963
7.71896,184.444,95.2107,62.2911,Neutral,Good,No,No,4.16334,0.0394631,45.0365
1.59558,86.4931,41.5096,28.2076,El_Nino,Good,Yes,No,1.57499,7.84346,360.039
0.566444,286.66,63.0069,105.28,El_Nino,Damaged,No,Yes,3.80644,0.0491762,37.7047
9.19491,195.481,86.4048,381.722,La_Nina,Damaged,No,Yes,3.71532,6.48644,287.198
0.967698,56.1786,17.8431,111.806,Neutral,Good,Yes,No,3.96567,3.37547,236.06
5.03151,89.9556,16.0916,331.983,Neutral,Good,No,No,2.109,3.38744,330.619
8.3855,289.164,55.8764,122.86,Neutral,Damaged,No,No,2.25295,1.74708,68.1096
0.676047,85.8883,17.0632,95.7028,Neutral,Good,No,No,2.73402,0.594049,76.19
4.32537,49.3471,14.5514,34.7171,El_Nino,Good,Yes,No,3.91482,1.99859,28.4147
0.0202413,57.9773,19.2754,145.476,Neutral,Damaged,No,No,2.77811,1.40084,7.32227
2.2441,227.204,135.729,197.648,La_Nina,Good,No,No,3.91721,1.78962,91.9518
6.63656,339.296,95.6366,90.3876,Neutral,Good,No,No,3.11785,3.04399,170.791
0.642933,44.8704,21.3904,55.1451,El_Nino,Good,Yes,No,4.11022,8.95337,309.928
4.2919,255.607,108.61,141.179,Neutral,Damaged,No,Yes,3.61427,0.464675,98.7356
